| term                                    |              estimate |            std.error |           statistic |              p.value |
| cor_max2005:GenusSalix                  |     -2525.70887212829 |     1171.76641750552 |   -2.15547129051971 |   0.0311363501344815 |
| cor_max2005:GenusThuja                  |      1.71884446211578 |     201.747908130203 | 0.00851976349121043 |    0.993202375777943 |
| cor_max2005:GenusTilia                  |      4.97969950331947 |     200.256757150956 |  0.0248665741629168 |    0.980161626271274 |
| cor_max2005:GenusUlmus                  |      3.23568822387149 |     200.235474898202 |  0.0161594154358337 |    0.987107367224686 |
| GenusAbies:height2005_2                 |     -1.46814816645614 |      17.958402787182 | -0.0817527139720938 |    0.934844141543642 |
| GenusAcer:height2005_2                  |      1.17393040930908 |    0.330675173371081 |    3.55010144046015 | 0.000385928102215256 |
| GenusBetula:height2005_2                |      2.49341531993492 |     3.56883604268844 |   0.698663455006077 |    0.484770149375413 |
| GenusCarya:height2005_2                 |     -8.94663877257243 |     2.62228885533007 |   -3.41176707302381 | 0.000646654107011869 |
| GenusCatalpa:height2005_2               |     -9.58695172298103 |     3.95182570870273 |   -2.42595509763211 |    0.015276563234712 |
| GenusCeltis:height2005_2                |      1.17554536456038 |     1.46584104637035 |   0.801959644581664 |     0.42258541784438 |
| GenusFraxinus:height2005_2              |    -0.255424397879803 |    0.598593544600667 |  -0.426707571746704 |    0.669596728730836 |
| GenusGinkgo:height2005_2                |      3.46998893470049 |     37.2800577042179 |  0.0930789582524678 |    0.925841725651089 |
| GenusGleditsia:height2005_2             |     -1.13670120398952 |    0.836408533241078 |   -1.35902631168146 |    0.174152911792809 |
| GenusGymnocladus:height2005_2           |      213.813315740484 |     98.7078113048462 |    2.16612356118554 |    0.030313010638061 |
| GenusJuglans:height2005_2               |     -2.85984440952545 |     1.34432533162842 |   -2.12734547377846 |   0.0334030604193196 |
| GenusPicea:height2005_2                 |     0.832838077322515 |     1.48868199336166 |   0.559446598424856 |    0.575862959942046 |
| GenusPinus:height2005_2                 |      2.87271790846091 |     2.75364112458612 |    1.04324339247101 |    0.296847644289347 |
| GenusPlatanus:height2005_2              |     -26.4611495941247 |     28.9893241985882 |  -0.912789460452941 |    0.361363808352281 |
| GenusPopulus:height2005_2               |      2.23711350787436 |     1.32841463035669 |    1.68404762846799 |   0.0921873927100429 |
| GenusQuercus:height2005_2               |    -0.338728496701799 |     0.65253378314908 |  -0.519097256646423 |    0.603698416231938 |
| GenusRobinia:height2005_2               |     0.670075493480635 |     2.21848448158939 |   0.302042001664384 |    0.762623049139267 |
| GenusSalix:height2005_2                 |       131.61272094485 |     61.6842357310464 |    2.13365245406791 |   0.0328828467088353 |
| GenusThuja:height2005_2                 |    -0.535265775112745 |     2.69870850844345 |  -0.198341456084664 |    0.842779847213439 |
| GenusTilia:height2005_2                 |     -1.58024840460491 |    0.930318622013122 |   -1.69860988183318 |   0.0894075930011178 |
| GenusUlmus:height2005_2                 |      -1.5680862540138 |    0.905202588020536 |   -1.73230420987067 |   0.0832341616011564 |
| GenusAbies:height2005_3                 |    0.0770456433051764 |    0.696327668923466 |   0.110645672638989 |    0.911898390391728 |
| GenusAcer:height2005_3                  |   -0.0404925731923619 |   0.0137680200316929 |    -2.9410600143776 |  0.00327449637483206 |
| GenusBetula:height2005_3                |    -0.105168039840153 |    0.152666196137794 |  -0.688875746568216 |    0.490909107896245 |
| GenusCarya:height2005_3                 |     0.361066889562619 |    0.108890540916337 |    3.31587010702826 |  0.00091513840392854 |
| GenusCatalpa:height2005_3               |     0.355308081861213 |    0.143342902049019 |    2.47872811825526 |    0.013193004966552 |
| GenusCeltis:height2005_3                |   -0.0466738563275952 |   0.0526667192422087 |  -0.886211577238123 |    0.375513719861959 |
| GenusFraxinus:height2005_3              |    0.0134325430426596 |   0.0251712079390258 |   0.533647136649077 |    0.593591363145689 |
| GenusGinkgo:height2005_3                |    0.0244481547232396 |     1.60716858199578 |  0.0152119416700393 |    0.987863239847986 |
| GenusGleditsia:height2005_3             |    0.0605626739703901 |   0.0395742322571899 |    1.53035625749599 |    0.125943700374122 |
| GenusGymnocladus:height2005_3           |     -8.26748764964516 |     3.84198844475567 |   -2.15187728139326 |   0.0314184361658167 |
| GenusJuglans:height2005_3               |     0.121077968134954 |   0.0593942894320592 |    2.03854561259554 |   0.0415079535401936 |
| GenusPicea:height2005_3                 |   -0.0595031056541335 |   0.0670642376543467 |  -0.887255379846651 |    0.374951629392477 |
| GenusPinus:height2005_3                 |    -0.100225961520972 |    0.118658850974099 |  -0.844656430583921 |    0.398312357912278 |
| GenusPlatanus:height2005_3              |     0.808775446987324 |        1.12570862651 |   0.718458958153985 |    0.472482374286801 |
| GenusPopulus:height2005_3               |   -0.0587373837415807 |   0.0405538377727548 |   -1.44838039917993 |    0.147525690625654 |
| GenusQuercus:height2005_3               |     0.022040803988181 |   0.0233802340825009 |   0.942711005818269 |    0.345839635871743 |
| GenusRobinia:height2005_3               |   -0.0104690296716255 |   0.0799132887795417 |  -0.131004865792805 |    0.895772718777423 |
| GenusSalix:height2005_3                 |     -2.26916591923722 |     1.08809448216753 |   -2.08544933958029 |   0.0370406300342045 |
| GenusThuja:height2005_3                 |     0.012693992785783 |    0.118398143025325 |   0.107214458448624 |    0.914619874154286 |
| GenusTilia:height2005_3                 |     0.078710297634626 |   0.0411760097048285 |    1.91155719553359 |   0.0559466713935453 |
| GenusUlmus:height2005_3                 |    0.0730452633846373 |   0.0402699074432195 |    1.81389201074353 |   0.0697086828372955 |
| GenusAbies:height2005_4                 |  -0.00115556745109942 |  0.00982785340086362 |  -0.117580859620665 |     0.90640090108511 |
| GenusAcer:height2005_4                  |  0.000493058583799605 | 0.000207615119730124 |    2.37486838357691 |   0.0175641777017245 |
| GenusBetula:height2005_4                |   0.00162714904341917 |  0.00235867220465347 |   0.689858065147388 |     0.49029110675018 |
| GenusCarya:height2005_4                 |  -0.00504915777936006 |  0.00160418076812258 |   -3.14749925924448 |  0.00164904846408432 |
| GenusCatalpa:height2005_4               |  -0.00469335557444552 |  0.00186093237098942 |   -2.52204521110573 |   0.0116748353188141 |
| GenusCeltis:height2005_4                |  0.000663735185218784 | 0.000684409268152121 |   0.969792806884166 |    0.332160998413402 |
| GenusFraxinus:height2005_4              | -0.000232265480724476 | 0.000384985254992714 |  -0.603310068924254 |     0.54630898097758 |
| GenusGinkgo:height2005_4                |  -0.00314591662404004 |   0.0255624278945961 |  -0.123067990138178 |    0.902054441741135 |
| GenusGleditsia:height2005_4             |   -0.0010972996287491 | 0.000679773247595108 |   -1.61421419956009 |    0.106496064756524 |
| GenusGymnocladus:height2005_4           |     0.116585007222822 |   0.0546018628773295 |    2.13518369299499 |   0.0327575983755621 |
| GenusJuglans:height2005_4               |  -0.00177173955611967 | 0.000939834754653485 |   -1.88516071293076 |   0.0594219990920322 |
| GenusPicea:height2005_4                 |   0.00125630046923512 |   0.0010895027509701 |    1.15309527040341 |     0.24888446619085 |
| GenusPinus:height2005_4                 |   0.00129491861076854 |  0.00185272810547827 |     0.6989253344512 |    0.484606469044802 |
| GenusPlatanus:height2005_4              |  -0.00877056753325023 |   0.0159975601851233 |  -0.548244071705777 |    0.583530178252708 |
| GenusPopulus:height2005_4               |  0.000568862828796501 | 0.000439103908142921 |    1.29550846222791 |    0.195159188236049 |
| GenusQuercus:height2005_4               | -0.000359951817147614 | 0.000301615526426515 |   -1.19341275766621 |    0.232721303565248 |
| GenusRobinia:height2005_4               |  1.59513731637829e-05 |  0.00104266910775573 |  0.0152985957339017 |    0.987794108780167 |
| GenusThuja:height2005_4                 | -5.27746797298593e-05 |  0.00186526634979054 | -0.0282933746892425 |    0.977428434781185 |
| GenusTilia:height2005_4                 |  -0.00130673661632861 | 0.000657470620298643 |   -1.98752092638764 |   0.0468777241082691 |
| GenusUlmus:height2005_4                 |  -0.00106956004742723 | 0.000636882272137479 |   -1.67936853358724 |   0.0930951847249731 |
| GenusAbies:mean_height_wn20m            |      -1.6059890893443 |     1.48775906538944 |   -1.07946852867868 |    0.280391369484087 |
| GenusAcer:mean_height_wn20m             |     0.964874009285274 |    0.103723619667138 |    9.30235574483107 |  1.5050778929343e-20 |
| GenusBetula:mean_height_wn20m           |      1.23102655357914 |    0.576755866070112 |    2.13439797668135 |   0.0328218152472113 |
| GenusCarya:mean_height_wn20m            |     -1.39567935176473 |      1.0573496345123 |   -1.31997903645986 |    0.186856469915799 |
| GenusCatalpa:mean_height_wn20m          |      1.01248192203897 |    0.777365095905665 |     1.3024535412918 |    0.192775737561677 |
| GenusCeltis:mean_height_wn20m           |     0.442253524831623 |    0.435407605418681 |    1.01572301293717 |     0.30977306068657 |
| GenusFraxinus:mean_height_wn20m         |     0.702543525409443 |    0.125796568206383 |    5.58475907114447 | 2.36934245988195e-08 |
| GenusGinkgo:mean_height_wn20m           |      2.13322995817793 |      1.5761173542218 |    1.35347152447998 |    0.175919674311805 |
| GenusGleditsia:mean_height_wn20m        |     0.528421152978191 |    0.157586138147733 |    3.35322103320287 |  0.00080018667856548 |
| GenusJuglans:mean_height_wn20m          |      1.48095671633552 |    0.523615420305993 |    2.82832907302476 |  0.00468361847170667 |
| GenusPicea:mean_height_wn20m            |     0.942217609575386 |    0.367722942468401 |    2.56230302969566 |   0.0104049967795521 |
| GenusPinus:mean_height_wn20m            |   -0.0833780007662562 |    0.441424270584759 |  -0.188884042682575 |    0.850185534036734 |
| GenusPlatanus:mean_height_wn20m         |       12.109194034191 |     5.06002368365097 |    2.39311014952678 |   0.0167149914417775 |
| GenusPopulus:mean_height_wn20m          |      1.59304436316936 |      0.6425626218432 |     2.4792048417004 |   0.0131753890924468 |
| GenusQuercus:mean_height_wn20m          |     0.898773997883099 |    0.248480422322906 |    3.61708173819474 | 0.000298644706481609 |
| GenusRobinia:mean_height_wn20m          |     0.705408361928484 |     0.69988584466337 |    1.00789059716984 |    0.313518651191774 |
| GenusThuja:mean_height_wn20m            |      1.60443618097516 |     0.73384242611483 |    2.18634971743117 |   0.0288010776576219 |
| GenusTilia:mean_height_wn20m            |     0.902667670993427 |    0.232593671779553 |    3.88087803114848 | 0.000104399389490069 |
| GenusUlmus:mean_height_wn20m            |     0.493562833530017 |    0.386043492607407 |    1.27851613349679 |     0.20108169289975 |
| GenusAbies:pct_imp_20m                  |     -55.6711584519881 |     158.877172327027 |  -0.350403759310348 |    0.726039235776221 |
| GenusAcer:pct_imp_20m                   |     0.486322695249966 |     2.60752345588205 |   0.186507505484915 |    0.852048603267282 |
| GenusBetula:pct_imp_20m                 |     -17.8241508020377 |     18.2475464550696 |  -0.976797118775695 |    0.328680905271918 |
| GenusCarya:pct_imp_20m                  |     -28.1115008392878 |     26.0622285478042 |   -1.07862997163596 |    0.280765159440229 |
| GenusCatalpa:pct_imp_20m                |      36.3973248748332 |     20.2634146466611 |    1.79620885766312 |   0.0724757389239585 |
| GenusCeltis:pct_imp_20m                 |       7.1949854646469 |     9.80423330176951 |   0.733865182843856 |    0.463039138639966 |
| GenusFraxinus:pct_imp_20m               |     0.976965018352102 |      2.5193043739729 |   0.387791577883638 |    0.698174226774489 |
| GenusGinkgo:pct_imp_20m                 |      9.84077344133993 |     35.2700574930824 |   0.279012117949341 |    0.780238284968853 |
| GenusGleditsia:pct_imp_20m              |     -9.25176454691817 |     3.29036684997105 |   -2.81177296294471 |  0.00493151430320593 |
| GenusJuglans:pct_imp_20m                |     -9.40784600657092 |      13.927825807624 |  -0.675471257073097 |     0.49938387770048 |
| GenusPicea:pct_imp_20m                  |        8.590019383373 |     10.5136496908861 |   0.817034962732245 |    0.413917758410312 |
| GenusPinus:pct_imp_20m                  |      10.9680981569477 |     12.0281032802823 |   0.911872628740038 |    0.361846286210467 |
| GenusPlatanus:pct_imp_20m               |       74.612762020948 |     105.592954203889 |   0.706607392353836 |    0.479818368742071 |
| GenusPopulus:pct_imp_20m                |      35.0495635583012 |     19.8222526381161 |    1.76819275781525 |   0.0770432662798748 |
| GenusQuercus:pct_imp_20m                |      12.2316951451257 |     6.73178796704186 |    1.81700540852011 |    0.069230596367743 |
| GenusRobinia:pct_imp_20m                |      2.17734526103754 |     16.9285741010659 |   0.128619530979897 |    0.897659948408713 |
| GenusThuja:pct_imp_20m                  |      45.5165896102428 |     19.7420195289746 |    2.30556907024835 |    0.021144463162047 |
| GenusTilia:pct_imp_20m                  |      11.8374253631322 |     4.79279196041116 |    2.46983917952422 |   0.0135253050446937 |
| GenusUlmus:pct_imp_20m                  |      3.45342255683973 |     8.75527790195475 |   0.394438942488473 |    0.693261020913683 |
| GenusAbies:pct_imp_100m                 |     -43.5770700255238 |      146.34260180504 |  -0.297774328787579 |    0.765878367817769 |
